Subject Number, 0, Age,
Tst condition, Round Number, SNR, Number of words correct, File loaded
1, 1, 10.000000,3, ASLQ0109.wav
1, 2, 4.000000,3, ASLQ0105.wav
1, 3, -2.000000,3, ASLQ0107.wav
1, 4, -8.000000,0, ASLQ0106.wav
1, 5, -6.000000,0, ASLQ0102.wav
1, 6, -4.000000,0, ASLQ0104.wav
