09:47:52:19, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:19, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:20, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:20, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:21, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:21, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:22, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:22, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:23, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:23, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:24, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:24, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:25, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:25, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:26, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:26, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:27, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:27, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:28, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:28, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:29, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:29, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:30, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:30, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:31, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:31, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:32, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:32, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:33, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:33, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:34, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:34, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:35, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:35, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:36, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:36, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:37, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:37, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:38, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:38, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:39, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:52:39, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:40, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:40, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:41, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:41, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:42, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:42, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:43, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:43, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:44, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:44, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:45, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:45, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:46, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:46, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:47, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:47, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:48, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:48, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:49, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:49, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:50, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:50, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:51, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:51, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:52, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:52, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:53, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:53, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:54, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:54, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:55, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:55, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:56, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:56, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
09:47:53:57, 0.000000, 0.000000, 0.000000,0.000000, 0.000 10
